#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2019-11-16-20-02-36
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer
#types	time	string	addr	port	addr	port	string	string	bool	string
1566596266.790595	CMetUu2JlptnCxyVz1	192.168.134.133	51263	192.168.134.2	53	dns_unmatched_reply	-	F	bro
1566596269.915466	CM5UIf3n31hqoWPrM3	192.168.134.131	5353	224.0.0.251	5353	dns_unmatched_reply	-	F	bro
1566596269.916028	Cl0VII1Qpa2WaayBii	fe80::8cf1:7e9:b3f2:238c	5353	ff02::fb	5353	dns_unmatched_reply	-	F	bro
1566596276.198657	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596276.203290	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596276.814912	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596276.816765	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596279.917269	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596279.917269	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596282.018566	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596282.032911	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596286.792738	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596286.792738	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596286.792738	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596291.342615	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596291.624870	C5kjja4yU5HPpdxpd9	192.168.134.130	5353	224.0.0.251	5353	dns_unmatched_reply	-	F	bro
1566596291.625434	CukVhuDMkRUrGVO2b	fe80::31d9:1f63:decf:985a	5353	ff02::fb	5353	dns_unmatched_reply	-	F	bro
1566596296.547187	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596307.530707	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596307.530707	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596311.970374	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596311.970374	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596312.121737	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596317.544815	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596322.469783	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596327.322892	CffrkKHH1ju58HHzf	192.168.134.129	38681	111.13.175.220	80	unescaped_%_in_URI	-	F	bro
1566596342.797111	-	-	-	-	-	unknown_protocol_2	-	F	bro
1566596370.297812	CkzZLxv8cAQ3rOmEb	192.168.134.131	46988	172.217.161.195	443	SYN_after_close	-	F	bro
1566596377.255060	CWPqkh1pdElUrcXpAi	192.168.134.134	5353	224.0.0.251	5353	dns_unmatched_reply	-	F	bro
1566596377.255630	Cpjiv632btS3taNoR2	fe80::e5a9:536:ef8c:4445	5353	ff02::fb	5353	dns_unmatched_reply	-	F	bro
1566596397.271667	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596397.271667	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596405.056297	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596405.057093	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596406.665886	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596406.665886	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566596408.292635	CNyEmv2WhCX2ypkoC1	192.168.134.132	42081	130.211.34.183	443	SYN_after_close	-	F	bro
1566596408.303047	CQryp52XVeRjcPx8ol	192.168.134.132	42080	130.211.34.183	443	SYN_after_close	-	F	bro
1566596416.674004	-	-	-	-	-	dns_unmatched_msg	-	F	bro
