#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2019-11-16-20-06-26
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]
1566609717.622296	CIp98z2trUHBlMmaWl	192.168.134.131	2712	106.119.182.151	80	tcp	-	0.000439	0	0	SHR	-	-	0	fA	1	40	1	40	(empty)
1566609717.787482	CX3oij4gayAdz5Fj7d	192.168.134.132	2905	192.229.210.158	443	tcp	-	0.010140	0	24	SF	-	-	0	FafR	2	80	2	104	(empty)
1566609717.787077	CGTmICz05CJKPzWUl	192.168.134.132	2918	151.101.210.208	443	tcp	-	0.014171	0	31	SF	-	-	0	FafR	2	80	2	111	(empty)
1566609717.786687	CZlO2h1AKk1gTzTJE4	192.168.134.132	2915	151.101.2.217	443	tcp	-	0.016085	0	31	SF	-	-	0	FadfR	2	80	3	151	(empty)
1566609717.785188	CMMixDb42yg2WqxZ6	192.168.134.132	2910	68.67.178.10	443	tcp	-	0.018717	0	0	SF	-	-	0	FafA	2	80	2	80	(empty)
1566609717.786116	CqNhfv1bWzDflZSjS2	192.168.134.132	2914	3.225.110.25	443	tcp	-	0.022525	0	31	SF	-	-	0	FafR	2	80	2	111	(empty)
1566609717.786240	Cl7ZUY1ncOCvEA017	192.168.134.132	2909	52.205.36.242	443	tcp	-	0.023521	0	31	SF	-	-	0	FadfR	2	80	3	151	(empty)
1566609717.784866	Cli2xj4oyjdYokrxI4	192.168.134.132	2911	34.200.178.157	443	tcp	-	0.024945	0	31	SF	-	-	0	FadfR	2	80	3	151	(empty)
1566609717.785919	CeFb9w1afrwQxagL06	192.168.134.132	2904	52.1.176.165	443	tcp	-	0.023919	0	31	SF	-	-	0	FafR	2	80	2	111	(empty)
1566609717.785399	CVTFIg1ZD7VfUOQdR2	192.168.134.132	2906	52.1.176.165	443	tcp	-	0.024456	0	31	SF	-	-	0	FafR	2	80	2	111	(empty)
1566609717.785649	CJjGEYEAuPfsKVQ46	192.168.134.132	2907	52.1.176.165	443	tcp	-	0.026745	0	31	SF	-	-	0	FafR	2	80	2	111	(empty)
1566609717.787676	CkJo0A2U0LHCdUWXZj	192.168.134.132	2912	34.237.190.232	443	tcp	-	0.024761	0	0	SF	-	-	0	FafA	2	80	2	80	(empty)
1566609717.257468	C9TqYo1DTI08Niuyq5	192.168.134.131	2755	111.206.37.71	80	tcp	http	0.592718	422	0	SF	-	-	0	ShADafF	5	634	4	164	(empty)
1566609717.886854	CjBRlQ2DDv7615V1x	192.168.134.135	1495	154.8.224.145	443	tcp	-	-	-	-	S0	-	-	0	S	1	52	0	0	(empty)
1566609717.886978	Co9ywkKs681Ado4o8	192.168.134.135	1496	154.8.224.145	443	tcp	-	-	-	-	S0	-	-	0	S	1	52	0	0	(empty)
1566609717.887045	Czv9v92G0nMLRasnv1	192.168.134.135	1497	154.8.224.145	443	tcp	-	-	-	-	S0	-	-	0	S	1	52	0	0	(empty)
1566609717.887547	CpWJr6RcC29B4mo8a	192.168.134.135	1498	154.8.224.145	443	tcp	-	-	-	-	S0	-	-	0	S	1	52	0	0	(empty)
1566609717.912416	CMrxsN1APnlMGBilrg	192.168.134.135	1499	154.8.224.145	443	tcp	-	-	-	-	S0	-	-	0	S	1	52	0	0	(empty)
1566609718.152491	CL2yp14LzeUPdWHtqe	192.168.134.135	1500	154.8.224.145	443	tcp	-	-	-	-	S0	-	-	0	S	1	52	0	0	(empty)
1566609717.417552	C5Etk94PgTBRc6z8lc	192.168.134.131	2757	111.206.37.71	80	tcp	http	0.773701	420	0	SF	-	-	0	ShADafF	5	632	4	164	(empty)
1566609718.204236	CHseO83Bw0tclG7fca	192.168.134.131	2759	111.206.37.71	80	tcp	http	0.559765	420	0	SF	-	-	0	ShADafF	5	632	4	164	(empty)
1566609718.271863	COIMgO1It9r60G4Rt1	192.168.134.134	23459	209.204.228.162	443	tcp	ssl	1.547463	3049	16280	SF	-	-	0	ShADadfFR	13	3581	20	17084	(empty)
1566609720.128778	CSN8Ym4x4LVCfUqRtd	192.168.134.134	23470	52.168.140.71	443	tcp	ssl	0.127198	2154	6760	SF	-	-	0	ShADadfF	9	2526	13	7284	(empty)
1566609720.428476	CodEr31anDXx7JdZl6	192.168.134.134	23441	91.215.103.65	443	tcp	-	0.081176	0	31	SF	-	-	0	fAFaR	3	120	2	111	(empty)
1566609720.671303	C99oom2DgcBnkfU7Tk	192.168.134.134	23450	185.165.240.175	443	tcp	-	0.000124	0	0	RSTOS0	-	-	0	FRa	2	80	1	40	(empty)
1566609720.671668	CIA1Ke41P5ZF1goLhb	192.168.134.134	23433	23.41.189.181	443	tcp	-	0.015603	0	31	RSTOS0	-	-	0	FadR	2	80	2	111	(empty)
1566609720.673219	CPOV4122G4kEjgfex2	192.168.134.134	23434	184.87.68.222	443	tcp	-	0.011574	0	31	SF	-	-	0	FafR	2	80	2	111	(empty)
1566609720.673340	CMuEZarN2VQLwuHhi	192.168.134.134	23413	68.67.160.26	443	tcp	-	0.011504	0	0	SF	-	-	0	FafA	2	80	2	80	(empty)
1566609719.172986	Cyw6w44Eex7Pr2w0Ve	192.168.134.134	23462	23.41.190.73	443	tcp	ssl	1.512704	1599	4552	SF	-	-	0	ShADadFfR	9	1971	11	4996	(empty)
1566609720.679579	CpfsKR2gbOt6rUe9ll	192.168.134.134	23422	152.199.5.1	443	tcp	-	0.006160	0	24	SF	-	-	0	FafR	2	80	2	104	(empty)
1566609720.678037	CjTp6w3Mvdczql4Lv2	192.168.134.134	23442	152.199.5.24	443	tcp	-	0.007744	0	24	SF	-	-	0	FafR	2	80	2	104	(empty)
1566609719.821766	Cc4RHm4ctBbmd2NWSb	192.168.134.134	23412	68.67.160.26	443	tcp	-	0.864042	1028	866	SF	-	-	0	DadAFf	4	1188	5	1932	(empty)
1566609719.826888	Ct9lEz4Ax6Mfk9Xq83	192.168.134.134	23465	68.67.179.89	443	tcp	ssl	0.860084	1678	3985	SF	-	-	0	ShADadFf	9	2050	10	4389	(empty)
1566609719.970649	CBEqPB1CKKe94dfd73	192.168.134.134	23468	172.217.12.162	443	tcp	ssl	0.717469	3508	1736	SF	-	-	0	ShADadFf	13	4040	16	2380	(empty)
1566609719.914985	ChW6eJlK4XHIoxRO5	192.168.134.134	23467	173.231.178.83	443	tcp	ssl	0.773153	1311	6657	SF	-	-	0	ShADadFf	9	1683	13	7181	(empty)
1566609720.312704	CSu8d31NbcDQkArgU3	192.168.134.134	23447	23.41.189.209	443	tcp	-	0.376504	609	297	SF	-	-	0	DadAFfR	4	769	4	457	(empty)
1566609718.724366	C3dWeo3FxvG3Dl28oh	192.168.134.134	23460	23.208.55.152	443	tcp	ssl	1.964903	3467	4718	SF	-	-	0	ShADadFfR	10	3879	12	5202	(empty)
1566609720.672463	Cwu5OL2UEVlLzOLEEj	192.168.134.134	23427	8.43.72.113	443	tcp	-	0.016834	0	0	SF	-	-	0	FafA	2	80	2	80	(empty)
1566609720.518781	CxqtlQJThTViMoU28	192.168.134.134	23475	23.41.189.181	443	tcp	ssl	0.171762	2952	7350	SF	-	-	0	ShADadFfR	10	3364	14	7914	(empty)
1566609720.672903	Cfqq8yLdWkiIv9Ita	192.168.134.134	23425	8.43.72.113	443	tcp	-	0.017664	0	0	SF	-	-	0	FafA	2	80	2	80	(empty)
1566609720.678765	C3sRT12z7y2nCRPtW	192.168.134.134	23404	151.101.210.202	443	tcp	-	0.011860	0	31	SF	-	-	0	FafR	2	80	2	111	(empty)
1566609717.309799	CtmWsG2bVp4RgbkWkj	192.168.134.134	23456	172.217.10.70	443	tcp	ssl	3.380872	1699	1796	SF	-	-	0	ShADadFf	13	2231	16	2440	(empty)
1566609720.672602	CnMOrp4ewGsof5sSp9	192.168.134.134	23428	8.43.72.113	443	tcp	-	0.018089	0	0	SF	-	-	0	FafA	2	80	2	80	(empty)
1566609718.774840	CwFGdc3O7VSPZVetZi	192.168.134.134	23461	35.244.140.139	443	tcp	ssl	1.915861	1329	897	SF	-	-	0	ShADadFf	11	1781	14	1461	(empty)
1566609717.114456	CHszlY2axEyDw2GK1i	192.168.134.134	23407	104.25.158.104	443	tcp	-	3.577476	729	7701	SF	-	-	0	DadAFf	18	1449	24	8661	(empty)
1566609719.272312	Chyc3p3z2gQZQQI3E8	192.168.134.134	23463	195.181.168.28	443	tcp	ssl	1.419661	952	8984	SF	-	-	0	ShADadFf	12	1444	16	9628	(empty)
1566609720.680782	CjVTdd17NU1qB4Duh4	192.168.134.134	23438	104.16.68.69	443	tcp	-	0.011204	0	0	SF	-	-	0	FafA	2	80	2	80	(empty)
1566609717.189753	CLZY594JSRLFwNZ8wc	192.168.134.134	23455	172.217.12.129	443	tcp	ssl	3.502241	1596	138019	SF	-	-	0	ShADadFf	36	3048	109	142383	(empty)
1566609718.167376	CwAXEr3TF1qcXhMPyi	192.168.134.134	23458	13.33.73.22	443	tcp	ssl	2.524626	1271	6127	SF	-	-	0	ShADadFf	12	1763	17	7496	(empty)
1566609720.678389	CCjwFaPX47MtxIvxa	192.168.134.134	23440	172.217.10.238	443	tcp	-	0.014417	0	0	SF	-	-	0	FafA	2	80	2	80	(empty)
1566609720.679060	CaDlNd2nR9atGLB7xk	192.168.134.134	23432	35.244.186.129	443	tcp	-	0.013771	0	0	SF	-	-	0	FafA	2	80	2	80	(empty)
