#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	dhcp
#open	2019-11-16-19-57-47
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	mac	assigned_ip	lease_time	trans_id
#types	time	string	addr	port	addr	port	string	addr	interval	count
1566580706.544015	CpVDYi1iX8hphP18Kc	192.168.134.134	68	192.168.134.254	67	00:0c:29:4c:f8:0c	192.168.134.134	1800.000000	130461879
1566580745.348053	C7IHe83fpwUJ1FjFui	192.168.134.133	68	192.168.134.254	67	00:0c:29:09:e8:30	192.168.134.133	1800.000000	3903240393
1566580908.763903	CJ7qbg3v4z6bEYCkl8	192.168.134.135	68	192.168.134.254	67	00:0c:29:8d:04:43	192.168.134.135	1800.000000	3354285271
1566581042.238736	CprIb746B2c1M2dcs4	192.168.134.132	68	192.168.134.254	67	00:0c:29:98:31:4d	192.168.134.132	1800.000000	3443066251
1566581088.125265	CQIDGl2DM6cXCE9ba7	192.168.134.130	68	192.168.134.254	67	00:0c:29:71:67:f2	192.168.134.130	1800.000000	2647602805
1566581094.228229	C5UOUHTo3Ey43l75l	192.168.134.131	68	192.168.134.254	67	00:0c:29:14:82:42	192.168.134.131	1800.000000	2156937536
1566581117.098502	CClPgn4zCyhs2MYSi5	192.168.134.129	68	192.168.134.254	67	00:0c:29:a3:82:65	192.168.134.129	1800.000000	1801162550
1566581605.734814	C2tKZ644CLrxv2zUw4	192.168.134.134	68	192.168.134.254	67	00:0c:29:4c:f8:0c	192.168.134.134	1800.000000	4011258001
1566581645.437023	CavcIS2LzilSl83vP5	192.168.134.133	68	192.168.134.254	67	00:0c:29:09:e8:30	192.168.134.133	1800.000000	426506738
#close	2019-11-16-19-58-01
