#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2019-11-16-20-04-01
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer
#types	time	string	addr	port	addr	port	string	string	bool	string
1566601019.443637	CIYCas3iVryETUMZy5	192.168.134.132	59251	192.168.134.2	53	dns_unmatched_reply	-	F	bro
1566601029.445721	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601045.370358	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601045.370358	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601045.370358	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601045.370358	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601059.811332	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601061.970053	-	-	-	-	-	dns_unmatched_msg_quantity	-	F	bro
1566601061.970053	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601061.970454	-	-	-	-	-	dns_unmatched_msg_quantity	-	F	bro
1566601061.970454	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601063.140188	CJLE2N3QhzwzVUljL7	192.168.134.130	5353	224.0.0.251	5353	dns_unmatched_reply	-	F	bro
1566601063.140574	Czb4Xr4KcVKd9fYpk1	fe80::31d9:1f63:decf:985a	5353	ff02::fb	5353	dns_unmatched_reply	-	F	bro
1566601063.224195	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601063.224747	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601064.233398	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601064.233398	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601068.244383	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601073.181651	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601073.181651	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601074.206805	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601077.808965	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601078.767192	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601115.327996	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601115.327996	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601125.333731	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601129.883987	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601224.017356	CeqB9W2R9Ff8915XM3	192.168.134.133	5353	224.0.0.251	5353	dns_unmatched_reply	-	F	bro
1566601224.017779	C7pTir2Pq9Hz8bq9pa	fe80::2008:ce51:e05c:7c1a	5353	ff02::fb	5353	dns_unmatched_reply	-	F	bro
1566601242.047165	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601242.054097	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601252.052181	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601254.111909	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601254.111909	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601256.576719	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601266.379055	ClGoha2A1oKeAWtD64	192.168.134.129	5353	224.0.0.251	5353	dns_unmatched_reply	-	F	bro
1566601266.379504	CadrXs2KajgASXRwxa	fe80::75f8:a759:bc14:e464	5353	ff02::fb	5353	dns_unmatched_reply	-	F	bro
1566601268.701570	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601268.701570	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601274.014230	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601278.710781	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601286.391443	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601286.391443	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601306.938206	CW909l3ru8armhYTAk	192.168.134.135	21681	89.163.159.108	443	SYN_after_close	-	F	bro
1566601307.399764	CzcbTP3i4QZC3msoGb	192.168.134.135	5353	224.0.0.251	5353	dns_unmatched_reply	-	F	bro
1566601307.400170	CIFYZBeUamzZh4wYi	fe80::e03e:de21:7e5d:71cf	5353	ff02::fb	5353	dns_unmatched_reply	-	F	bro
1566601327.406727	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601327.406727	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601342.532506	Cr84nc3O9aARr7Rc03	192.168.134.134	5353	224.0.0.251	5353	dns_unmatched_reply	-	F	bro
1566601342.533216	CCjrvy2YIMVrutukia	fe80::e5a9:536:ef8c:4445	5353	ff02::fb	5353	dns_unmatched_reply	-	F	bro
1566601372.541757	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601372.541757	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601391.013635	CDnEa23wqWWeGjmUb4	192.168.134.134	8404	106.11.251.76	80	unescaped_%_in_URI	-	F	bro
1566601396.857299	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601396.857299	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601406.469817	-	-	-	-	-	unknown_protocol_2	-	F	bro
1566601406.857914	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601411.397006	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601652.807744	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601652.807744	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601672.091716	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601672.091716	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601678.473948	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601680.499001	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601680.521186	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601681.060430	CjzyUxFGLTFwGdu4b	192.168.134.134	8957	52.46.141.211	80	unescaped_special_URI_char	-	F	bro
1566601681.110655	C41EdLxM5XiLDPBmi	192.168.134.134	8958	52.46.141.211	80	unescaped_special_URI_char	-	F	bro
1566601682.094608	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601686.091378	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601686.665003	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601718.058532	CmCppr2J4F0a94GYoa	192.168.134.129	49747	178.172.160.3	443	SYN_after_close	-	F	bro
1566601723.806506	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601723.806506	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601733.821920	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601738.267538	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601744.463695	C0746O16DZaHqAmgDd	192.168.134.130	5353	224.0.0.251	5353	dns_unmatched_reply	-	F	bro
1566601744.464304	C8WGc11bLpdwOmtjG2	fe80::31d9:1f63:decf:985a	5353	ff02::fb	5353	dns_unmatched_reply	-	F	bro
