#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	dhcp
#open	2019-11-16-20-07-53
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	mac	assigned_ip	lease_time	trans_id
#types	time	string	addr	port	addr	port	string	addr	interval	count
1566615290.481431	CZRVty3aVAXf1K0aX7	192.168.134.130	68	192.168.134.254	67	00:0c:29:71:67:f2	192.168.134.130	1800.000000	505210645
1566615294.962857	C70hPa2sgmbTaojsA2	192.168.134.131	68	192.168.134.254	67	00:0c:29:14:82:42	192.168.134.131	1800.000000	982243301
1566615322.560677	CJJQID3gkougB8bZXe	192.168.134.129	68	192.168.134.254	67	00:0c:29:a3:82:65	192.168.134.129	1800.000000	3039771856
1566615806.630582	CqfTFsPpezWo2zJF4	192.168.134.134	68	192.168.134.254	67	00:0c:29:4c:f8:0c	192.168.134.134	1800.000000	1685714206
1566615846.473331	CXv5Af2DYP9ORiWrm7	192.168.134.133	68	192.168.134.254	67	00:0c:29:09:e8:30	192.168.134.133	1800.000000	1169692834
1566616010.578524	CZ6Ylo2aI0X3ULuUg8	192.168.134.135	68	192.168.134.254	67	00:0c:29:8d:04:43	192.168.134.135	1800.000000	2122520958
1566616147.054943	Co4tly9Ce9JVx5Gca	192.168.134.132	68	192.168.134.254	67	00:0c:29:98:31:4d	192.168.134.132	1800.000000	1793801222
1566616190.528016	CshQ1B1bJlZNEmnKs5	192.168.134.130	68	192.168.134.254	67	00:0c:29:71:67:f2	192.168.134.130	1800.000000	770618681
1566616195.004890	CVtVdu6QbggDQoVM9	192.168.134.131	68	192.168.134.254	67	00:0c:29:14:82:42	192.168.134.131	1800.000000	3336681482
1566616222.616119	CZl9VJ2BJhVIqrQMJl	192.168.134.129	68	192.168.134.254	67	00:0c:29:a3:82:65	192.168.134.129	1800.000000	1593788560
#close	2019-11-16-20-08-08
