#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	dhcp
#open	2019-11-16-19-56-21
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	mac	assigned_ip	lease_time	trans_id
#types	time	string	addr	port	addr	port	string	addr	interval	count
1566576205.672201	CzwI9LoWYcvnVlr9l	192.168.134.134	68	192.168.134.254	67	00:0c:29:4c:f8:0c	192.168.134.134	1800.000000	1148668602
1566576245.431271	CpY96qU1LCrSMPOgh	192.168.134.133	68	192.168.134.254	67	00:0c:29:09:e8:30	192.168.134.133	1800.000000	3121844007
1566576409.453077	C0ttDg1uBxYD6eh7H5	192.168.134.135	68	192.168.134.254	67	00:0c:29:8d:04:43	192.168.134.135	1800.000000	3024332644
1566576540.357668	CPgb43Ap7eGH0vxh4	192.168.134.132	68	192.168.134.254	67	00:0c:29:98:31:4d	192.168.134.132	1800.000000	799517822
1566576587.624794	C8WmHp2uFBNdFqRH9f	192.168.134.130	68	192.168.134.254	67	00:0c:29:71:67:f2	192.168.134.130	1800.000000	1183193553
1566576593.633000	CEpc4v3ptmxXIcnR3c	192.168.134.131	68	192.168.134.254	67	00:0c:29:14:82:42	192.168.134.131	1800.000000	921691823
1566576617.480421	CXvwp14jjaXIEGCqj8	192.168.134.129	68	192.168.134.254	67	00:0c:29:a3:82:65	192.168.134.129	1800.000000	1359636563
1566577105.875203	CbemUg2McYQBB4JU3e	192.168.134.134	68	192.168.134.254	67	00:0c:29:4c:f8:0c	192.168.134.134	1800.000000	777490029
1566577144.524502	Ck0Aay1M62GuEKGYU8	192.168.134.133	68	192.168.134.254	67	00:0c:29:09:e8:30	192.168.134.133	1800.000000	603184694
#close	2019-11-16-19-56-36
