#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	dhcp
#open	2019-11-16-20-14-49
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	mac	assigned_ip	lease_time	trans_id
#types	time	string	addr	port	addr	port	string	addr	interval	count
1566638307.235470	Co8cqDOZxk1p92Q4h	192.168.134.134	68	192.168.134.254	67	00:0c:29:4c:f8:0c	192.168.134.134	1800.000000	975908398
1566638351.703942	CJwroZ31VrItasxmi5	192.168.134.133	68	192.168.134.254	67	00:0c:29:09:e8:30	192.168.134.133	1800.000000	2552283557
1566638511.892099	Cx8XZpw3phvzr7WPk	192.168.134.135	68	192.168.134.254	67	00:0c:29:8d:04:43	192.168.134.135	1800.000000	3725199488
1566638651.132112	Cz78Or44D5uSr5cYW1	192.168.134.132	68	192.168.134.254	67	00:0c:29:98:31:4d	192.168.134.132	1800.000000	1816536592
1566638692.444691	CWCLYu4kQ1Q7qKwnwg	192.168.134.130	68	192.168.134.254	67	00:0c:29:71:67:f2	192.168.134.130	1800.000000	3982435935
1566638696.781090	CV7fhv4JNnQxXOjgvg	192.168.134.131	68	192.168.134.254	67	00:0c:29:14:82:42	192.168.134.131	1800.000000	1649123911
1566638723.666212	CH7hkhMIr7BMMMfbk	192.168.134.129	68	192.168.134.254	67	00:0c:29:a3:82:65	192.168.134.129	1800.000000	2335342174
1566638759.643608	CdPdsH2gTXIax3d3Fa	192.168.134.135	68	192.168.134.254	67	00:0c:29:8d:04:43	192.168.134.135	1800.000000	1871161007
1566638759.777756	CH7hkhMIr7BMMMfbk	192.168.134.129	68	192.168.134.254	67	00:0c:29:a3:82:65	192.168.134.129	1800.000000	514798150
1566638759.803482	CE68zs4NKik2z30E1h	192.168.134.131	68	192.168.134.254	67	00:0c:29:14:82:42	192.168.134.131	1800.000000	1401057669
1566638759.890421	CrBwZdfwNEkgqjxW4	192.168.134.134	68	192.168.134.254	67	00:0c:29:4c:f8:0c	192.168.134.134	1800.000000	3245693219
1566638759.910887	Clt6ru4OtNapYicGu1	192.168.134.133	68	192.168.134.254	67	00:0c:29:09:e8:30	192.168.134.133	1800.000000	4132687418
1566638760.979720	C59MS14VzZVWIfbKj	192.168.134.132	68	192.168.134.254	67	00:0c:29:98:31:4d	192.168.134.132	1800.000000	3750698638
1566638761.618077	CRPbHZ1BzkbIv24bjb	192.168.134.130	68	192.168.134.254	67	00:0c:29:71:67:f2	192.168.134.130	1800.000000	3082613728
1566638765.559218	CH7hkhMIr7BMMMfbk	192.168.134.129	68	192.168.134.254	67	00:0c:29:a3:82:65	192.168.134.129	1800.000000	1390192886
1566638765.564635	CE68zs4NKik2z30E1h	192.168.134.131	68	192.168.134.254	67	00:0c:29:14:82:42	192.168.134.131	1800.000000	1245160012
1566638765.567831	CdPdsH2gTXIax3d3Fa	192.168.134.135	68	192.168.134.254	67	00:0c:29:8d:04:43	192.168.134.135	1800.000000	2171505677
1566638765.641859	Clt6ru4OtNapYicGu1	192.168.134.133	68	192.168.134.254	67	00:0c:29:09:e8:30	192.168.134.133	1800.000000	909775763
1566638765.661342	CrBwZdfwNEkgqjxW4	192.168.134.134	68	192.168.134.254	67	00:0c:29:4c:f8:0c	192.168.134.134	1800.000000	1407778317
1566639660.345614	CoBsGX3vH7CQpQZCJ4	192.168.134.132	68	192.168.134.254	67	00:0c:29:98:31:4d	192.168.134.132	1800.000000	3783849679
1566639661.379029	CdcsB7nzwlSosIGtj	192.168.134.130	68	192.168.134.254	67	00:0c:29:71:67:f2	192.168.134.130	1800.000000	860539629
1566639664.701207	C91UTt4R3f27p9S2o5	192.168.134.131	68	192.168.134.254	67	00:0c:29:14:82:42	192.168.134.131	1800.000000	4193330365
1566639664.879668	CO9MUP3Atcslb7igBj	192.168.134.129	68	192.168.134.254	67	00:0c:29:a3:82:65	192.168.134.129	1800.000000	2668858661
1566639665.672067	CjUBpf3pgGv3RhLl58	192.168.134.134	68	192.168.134.254	67	00:0c:29:4c:f8:0c	192.168.134.134	1800.000000	2712204365
1566639666.008583	CZKXwY1smC0ZJXBYnb	192.168.134.135	68	192.168.134.254	67	00:0c:29:8d:04:43	192.168.134.135	1800.000000	2183000551
1566639666.050252	CKeOhr1jw5KucJqPTd	192.168.134.133	68	192.168.134.254	67	00:0c:29:09:e8:30	192.168.134.133	1800.000000	3445853010
1566640560.381920	Cpui0I1VDAOjIo4LY8	192.168.134.132	68	192.168.134.254	67	00:0c:29:98:31:4d	192.168.134.132	1800.000000	1527074068
1566640561.431992	Cqrf1n2LcNOTdAbCG8	192.168.134.130	68	192.168.134.254	67	00:0c:29:71:67:f2	192.168.134.130	1800.000000	2162221975
1566640564.733393	CZaVzmNDCoDIbfMHi	192.168.134.131	68	192.168.134.254	67	00:0c:29:14:82:42	192.168.134.131	1800.000000	1592706568
1566640564.925680	C2ed4012CLHRkPYgi	192.168.134.129	68	192.168.134.254	67	00:0c:29:a3:82:65	192.168.134.129	1800.000000	3159759502
1566640565.711741	CrE0FA4tsaT68Cr3T1	192.168.134.134	68	192.168.134.254	67	00:0c:29:4c:f8:0c	192.168.134.134	1800.000000	3811137370
1566640566.036239	CqmwOH4i1o9qw4LIg	192.168.134.135	68	192.168.134.254	67	00:0c:29:8d:04:43	192.168.134.135	1800.000000	1279100148
1566640566.107630	CwgHeC4tIkqLqIfi52	192.168.134.133	68	192.168.134.254	67	00:0c:29:09:e8:30	192.168.134.133	1800.000000	2142095919
1566641460.409549	Crgvmj4ROeXYYn6Ii1	192.168.134.132	68	192.168.134.254	67	00:0c:29:98:31:4d	192.168.134.132	1800.000000	1029486890
1566641461.503137	CzfIqsTqiTqD4Wk7i	192.168.134.130	68	192.168.134.254	67	00:0c:29:71:67:f2	192.168.134.130	1800.000000	2292858770
1566641464.766112	CgNQ5l1WPBrMKTQsTe	192.168.134.131	68	192.168.134.254	67	00:0c:29:14:82:42	192.168.134.131	1800.000000	159275380
