#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2019-11-16-20-01-10
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]
1566591507.702674	CuBfIx2nb6SKYF5u12	192.168.134.130	35055	52.206.32.206	443	tcp	ssl	0.085524	643	5529	SF	-	-	0	ShADadFfR	8	975	9	5893	(empty)
1566591508.333065	CwIaLL2JxTSLBpjxLg	192.168.134.134	26365	23.217.25.68	443	tcp	ssl	0.395738	3366	11315	SF	-	-	0	ShADadfF	14	3938	19	12079	(empty)
1566591508.878668	CJ90Gq3T5pWHT437yk	192.168.134.130	35060	3.223.175.212	443	tcp	ssl	0.779451	643	5589	SF	-	-	0	ShADadFfR	9	1015	12	6085	(empty)
1566591508.878919	CNVRSb1dBa68lihbVi	192.168.134.130	35061	3.223.175.212	443	tcp	ssl	0.780602	643	5589	SF	-	-	0	ShADadFfR	9	1015	12	6085	(empty)
1566591510.068023	CsnF5UU4xhd5XwEp8	192.168.134.130	35068	144.202.46.214	80	tcp	http	0.085215	351	428	SF	-	-	0	ShADafF	5	563	4	592	(empty)
1566591510.600649	CIVeEI3UvaWc8Ucsp7	192.168.134.131	36658	49.7.36.83	443	tcp	-	-	-	-	S0	-	-	0	S	1	52	0	0	(empty)
1566591510.604582	CYblIx4OgVb7gWoGAe	192.168.134.131	36659	49.7.36.83	443	tcp	-	-	-	-	S0	-	-	0	S	1	52	0	0	(empty)
1566591511.622833	C9PHANeCUANTkujHf	192.168.134.129	29807	119.97.159.13	80	tcp	-	0.246829	0	0	SF	-	-	0	FafA	2	80	2	80	(empty)
1566591511.215504	CuZgCXBO8gBo8t4V8	192.168.134.129	29814	117.121.100.141	80	tcp	-	0.673379	0	0	SF	-	-	0	ShAFaf	4	172	3	124	(empty)
1566591510.954459	CM0rM8sqLm7bQb3id	192.168.134.129	29813	117.121.100.141	80	tcp	http	0.936550	944	2127	SF	-	-	0	ShADadFf	6	1196	6	2371	(empty)
1566591511.622606	CFqRWW7TdBh4mNWh8	192.168.134.129	29810	42.81.124.68	80	tcp	-	0.292132	0	0	SF	-	-	0	FafA	2	80	2	80	(empty)
1566591511.622739	CKLxmE40Qc2OdCSGub	192.168.134.129	29808	42.81.124.68	80	tcp	-	0.292008	0	0	SF	-	-	0	FafA	2	80	2	80	(empty)
1566591511.622674	Cg09LM3vE46hYDTCb7	192.168.134.129	29809	42.81.124.68	80	tcp	-	0.292078	0	0	SF	-	-	0	FafA	2	80	2	80	(empty)
1566591511.622527	CpyBVMAUFQqrO9xd	192.168.134.129	29811	42.81.124.68	80	tcp	-	0.292229	0	0	SF	-	-	0	FafA	2	80	2	80	(empty)
1566591511.622449	CfnsvA4MRjlYd0gwZe	192.168.134.129	29812	42.81.124.68	80	tcp	-	0.292312	0	0	SF	-	-	0	FafA	2	80	2	80	(empty)
